var_id,level,ref_id
66008,0,66001
66009,0,66001
66010,0,66001
66011,0,66001
66012,0,66001
66013,0,66001
66014,0,66001
66015,0,66001
66016,0,66001
66017,0,66001
66018,0,66001
66019,0,66001
66020,0,66001
66021,0,66001
66022,0,66001
66023,0,66001
66024,0,66001
66025,0,66001
66026,0,66001
66027,0,66001
66028,0,66001
66029,0,66001
66030,0,66001
66031,0,66001
62002,0,66001
62003,0,66001
62004,0,66001
62005,0,66001
62006,0,66001
62007,0,66001
62008,0,66001
62009,0,66001
62010,0,66001
66003,1,66002
66004,1,66002
66005,1,66002
66006,1,66002
66007,1,66002
66008,1,66002
66009,1,66002
66010,1,66002
66011,1,66002
66012,1,66002
66013,1,66002
66004,2,66003
66005,2,66003
66006,2,66003
66007,2,66003
66008,2,66003
66009,2,66003
66010,2,66003
66011,2,66003
66012,2,66003
66013,2,66003
66005,3,66004
66006,3,66004
66008,3,66007
66009,3,66007
66011,3,66010
66012,3,66010
66015,1,66014
66016,1,66014
66017,1,66014
66018,1,66014
66019,1,66014
66020,1,66014
66021,1,66014
66022,1,66014
