LOC,LOCd,LOCo,x_lon,y_lat,OA
IPN0036056,Hound Hill,houndhill,-2.009195,50.812536,E00103422
IPN0036057,Houndhill,houndhill,-1.790491,52.871049,E00168365
IPN0036058,Houndmills,houndmills,-1.104903,51.273803,E00184868
IPN0036059,Houndown,houndown,-0.723338,51.155555,E00157448
IPN0036060,Houndscroft,houndscroft,-2.21335,51.720356,E00113610
IPN0036062,Houndsmoor,houndsmoor,-3.244843,51.022176,E00149103
IPN0036063,Houndstone,houndstone,-2.678261,50.946894,E00148534
IPN0036064,Houndwell,houndwell,-1.399826,50.902718,E00167014
IPN0036066,Hounsdown,hounsdown,-1.496227,50.904613,E00117301
IPN0036067,Hounsley Batch,hounsleybatch,-2.653475,51.366743,E00075021
IPN0036070,Hounslow,hounslow,-0.361725,51.467647,E00179267
IPN0036074,Hounslow Green,hounslowgreen,0.402313,51.838705,E00112071
IPN0036075,Hounslow Heath,hounslowheath,-0.38288,51.456916,E00168199
IPN0036078,Hounslow West,hounslowwest,-0.386293,51.474022,E00013030
IPN0036083,Housel Bay,houselbay,-5.197131,49.965216,E00095342
IPN0036084,Housenrigg,housenrigg,-3.303176,54.788856,E00096429
IPN0036085,Houses Hill,houseshill,-1.702693,53.648679,E00055925
IPN0036087,Housham,housham,-0.660526,53.167811,E00133028
IPN0036088,Housham Tye,houshamtye,0.181809,51.775828,E00110572
IPN0036096,Hove,hove,-0.171233,50.827709,E00085048
IPN0036097,Hove Edge,hoveedge,-1.798441,53.715392,E00054996
IPN0101974,Hoveringham,hoveringham,-0.958524,53.014973,E00144358
IPN0036103,Hoveton,hoveton,1.409655,52.712127,E00135974
IPN0101985,Hovingham,hovingham,-0.979134,54.17228,E00141494
IPN0036111,How,how,-2.769056,54.899821,E00179344
IPN0036112,Howard,howard,-4.513983,50.822408,E00182861
IPN0036113,Howard Hall,howardhall,-2.197674,52.89651,E00179417
IPN0036114,Howard Hill,howardhill,-1.499248,53.390027,E00041311
IPN0036116,Howarth Cross,howarthcross,-2.134551,53.630097,E00028268
IPN0036117,Howbeck,howbeck,-3.01649,54.736775,E00096697
IPN0036118,Howbeck Bank,howbeckbank,-2.473514,53.040911,E00093441
IPN0036119,How Beech,howbeech,-2.515283,51.780021,E00113103
IPN0036121,Howbrook,howbrook,-1.509122,53.478005,E00037627
IPN0101992,How Caple,howcaple,-2.573857,51.972647,E00070960
IPN0036123,Howdales,howdales,0.132469,53.39828,E00132241
IPN0101994,Howden,howden,-0.86781,53.745772,E00065672
IPN0036127,Howden Clough,howdenclough,-1.637639,53.737035,E00055712
IPN0036128,Howden Dene,howdendene,-1.999966,54.97163,E00139865
IPN0036129,Howden Dyke,howdendyke,-0.85454,53.733547,E00065706
IPN0036131,Howden le Wear,howdenlewear,-1.752513,54.692883,E00106015
IPN0102001,Howdon,howdon,-1.493166,55.002943,E00043193
IPN0036134,Howdon on Tyne,howdonontyne,-1.498151,55.000609,E00043205
IPN0036135,Howdon Panns,howdonpanns,-1.483451,54.988866,E00043374
IPN0036136,Howdon Pans,howdonpans,-1.485783,54.98981,E00166120
IPN0102003,Howe,howe,-1.455032,54.217346,E00140685
IPN0102005,Howe,howe,1.34883,52.549039,E00136698
IPN0036139,Howe Bridge,howebridge,-2.5052,53.517199,E00031635
IPN0036140,Howe Downs,howedowns,-5.336718,50.173743,E00095871
IPN0036142,Howe Green,howegreen,0.529419,51.697542,E00109589
IPN0036143,Howe Green,howegreen,-0.136231,51.768983,E00119293
IPN0036144,Howe Green,howegreen,-1.929292,53.210289,E00099749
IPN0036146,Howe Green,howegreen,0.19219,51.846408,E00112079
IPN0036145,Howegreen,howegreen,0.658437,51.6839,E00111253
IPN0036147,Howell,howell,-0.309409,53.002841,E00133070
IPN0036148,How End,howend,-0.495526,52.055932,E00177217
IPN0036152,Howes,howes,-2.899604,54.753875,E00097733
IPN0036153,Howe Street,howestreet,0.458531,51.804718,E00109439
IPN0036154,Howey,howey,-3.386956,52.219308,W00002337
IPN0036155,Howgate,howgate,-3.55912,54.577048,E00097530
IPN0036156,Howgill,howgill,-2.63868,54.909114,E00097174
IPN0036157,Howgill,howgill,-1.905012,54.028757,E00189796
IPN0036158,Howgill,howgill,-2.266372,53.911207,E00128570
IPN0036159,Howgill,howgill,-2.563238,54.363435,E00098017
IPN0036161,How Green,howgreen,-1.546357,52.489555,E00158167
IPN0036162,How Green,howgreen,0.107769,51.19578,E00123962
IPN0036164,How Hill,howhill,1.51218,52.717442,E00136202
IPN0036163,Howhill,howhill,-2.944535,54.714889,E00097732
IPN0036165,Howick,howick,-2.720028,51.656572,W00008082
IPN0036166,Howick,howick,-1.595828,55.453243,E00139253
IPN0036168,Howick Cross,howickcross,-2.738649,53.741329,E00129243
IPN0036169,Howlands,howlands,-0.179772,51.785492,E00121590
IPN0036171,Howle,howle,-1.866133,54.628806,E00105893
IPN0036172,Howle,howle,-2.4608,52.806423,E00071363
IPN0036174,Howle Hill,howlehill,-2.578197,51.882229,E00070842
IPN0036175,Howleigh,howleigh,-3.133445,50.962069,E00149066
IPN0036176,Howlett End,howlettend,0.311161,51.986215,E00112293
IPN0036177,Howley,howley,-3.044046,50.880708,E00148502
IPN0036178,Howley,howley,-2.375031,51.64784,E00113948
IPN0036179,Howley,howley,-4.269836,50.976177,E00102812
IPN0036180,Howley,howley,-2.577045,53.387974,E00063095
IPN0036181,Howlish,howlish,-1.627154,54.654305,E00105959
IPN0036182,Howlsike,howlsike,-0.862726,54.460235,E00141687
IPN0036183,How Mill,howmill,-2.766265,54.900648,E00179344
IPN0036187,Howrigg,howrigg,-3.333463,54.787628,E00096685
IPN0036188,Howrigg,howrigg,-3.043473,54.819677,E00096699
IPN0036189,Howriggbank,howriggbank,-3.153464,54.829017,E00096724
IPN0036190,Howsen,howsen,-2.298353,52.184735,E00164150
IPN0036192,Howsham,howsham,-0.429649,53.524583,E00067231
IPN0036194,Howtel,howtel,-2.161527,55.600628,E00176348
IPN0036195,Howt Green,howtgreen,0.722029,51.36136,E00124705
IPN0036196,Howton,howton,-4.288294,50.445603,E00094721
IPN0036197,Howton,howton,-2.863008,54.567208,E00097588
IPN0036198,Howton,howton,-2.854535,51.95904,E00071197
IPN0036199,Howton,howton,-3.778792,50.669915,E00102609
IPN0036200,Howtown,howtown,-2.862582,54.569736,E00097588
IPN0036203,How Wood,howwood,-0.35174,51.721487,E00120438
IPN0102021,Hoxne,hoxne,1.198517,52.347845,E00153198
IPN0036208,Hoxton,hoxton,-0.080903,51.531947,E00008897
IPN0036214,Hoylake,hoylake,-3.181547,53.378578,E00036441
IPN0036217,Hoyland Common,hoylandcommon,-1.461778,53.499527,E00037494
IPN0036219,Hoyland Nether,hoylandnether,-1.445101,53.500916,E00037491
IPN0036221,Hoyland Swaine,hoylandswaine,-1.603116,53.53918,E00037652
IPN0036222,Hoyle,hoyle,-0.709657,50.958822,E00160835
IPN0036223,Hoyle Bottom,hoylebottom,-2.382026,53.739671,E00127168
IPN0036224,Hoyle House,hoylehouse,-1.85633,53.624244,E00055796
IPN0036225,Hoyle Mill,hoylemill,-1.460373,53.550756,E00168691
IPN0036226,Hubberholme,hubberholme,-2.112024,54.200677,E00140430
IPN0036227,Hubberston,hubberston,-5.053778,51.717812,W00003167
IPN0036228,Hubbersty Head,hubberstyhead,-2.883902,54.317204,E00097986
IPN0036229,Hubberton,hubberton,-1.946951,53.701618,E00055215
IPN0036230,Hubberton Green,hubbertongreen,-1.947314,53.702346,E00055215
IPN0036231,Hubbert's Bridge,hubbertsbridge,-0.115313,52.974236,E00132025
IPN0036232,Huby,huby,-1.58304,53.922913,E00141195
IPN0036237,Huccaby,huccaby,-3.890335,50.539994,E00102963
IPN0036238,Hucclecote,hucclecote,-2.195681,51.852647,E00113282
IPN0036242,Huckerby,huckerby,-0.64826,53.433855,E00134043
IPN0036243,Huckham,huckham,-3.677543,50.250048,E00102201
IPN0102040,Hucking,hucking,0.644255,51.294113,E00123804
IPN0036247,Hucknall,hucknall,-1.215382,53.04421,E00142363
IPN0036254,Huddersfield,huddersfield,-1.785163,53.644811,E00056549
IPN0102054,Huddington,huddington,-2.084435,52.21449,E00164978
IPN0036256,Huddlesford,huddlesford,-1.770245,52.681688,E00150474
IPN0036258,Hudds Barton,huddsbarton,-2.541276,51.468167,E00073859
IPN0036259,Hudegate,hudegate,-2.093196,54.627397,E00105897
IPN0036260,Hudgill,hudgill,-2.392061,54.810498,E00097571
IPN0036261,Hud Hey,hudhey,-2.331053,53.716363,E00128885
IPN0036262,Hudnall,hudnall,-0.545168,51.807037,E00118658
IPN0036263,Hudnall Corner,hudnallcorner,-0.5305,51.809363,E00118658
IPN0036264,Hudnalls,hudnalls,-2.666588,51.728819,E00113178
IPN0036265,Hudswell,hudswell,-2.2078,51.424903,E00166353
IPN0036268,Huffin Heath,huffinheath,-1.530852,52.907434,E00068443
IPN0102059,Huggate,huggate,-0.656667,53.986253,E00066210
IPN0036271,Hugglepit,hugglepit,-4.414429,50.992524,E00102769
IPN0036272,Huggler's Hole,hugglershole,-2.201323,51.043093,E00163260
IPN0036273,Hugglescote,hugglescote,-1.369427,52.708912,E00187490
IPN0036279,Hughenden Valley,hughendenvalley,-0.749947,51.666513,E00090155
IPN0036280,Hughes Green,hughesgreen,-0.899439,51.404454,E00188338
IPN0102067,Hughley,hughley,-2.64252,52.576335,E00147479
IPN0036282,Hugh Mill,hughmill,-2.249072,53.689866,E00128880
IPN0036283,Hugh's Bridge,hughsbridge,-2.388303,52.731367,E00071268
IPN0036286,Hugh Town,hughtown,-6.314332,49.914575,E00096407
IPN0036288,Hugus,hugus,-5.124637,50.253055,E00094998
IPN0036289,Huish,huish,-2.136703,50.779812,E00103539
IPN0036290,Huish,huish,-2.643029,50.941698,E00148967
IPN0036293,Huish Barton,huishbarton,-3.357198,51.139181,E00149471
IPN0102073,Huish Champflower,huishchampflower,-3.357567,51.05423,E00149417
IPN0102076,Huish Episcopi,huishepiscopi,-2.819283,51.035638,E00148754
IPN0036296,Huish House,huishhouse,-2.436419,51.281573,E00148048
IPN0036298,Hulberry,hulberry,0.184445,51.370104,E00124020
IPN0036299,Hulcote,hulcote,-0.97121,52.142505,E00138902
IPN0102079,Hulcott,hulcott,-0.76395,51.842486,E00089044
IPN0036302,Hulham,hulham,-3.400693,50.63802,E00100762
IPN0036303,Hulland,hulland,-2.126613,52.485322,E00049356
IPN0036306,Hulland Moss,hullandmoss,-1.62884,53.011609,E00099240
IPN0036307,Hulland Village,hullandvillage,-1.635826,53.019209,E00099240
IPN0102083,Hulland Ward,hullandward,-1.617,53.022368,E00099242
IPN0036310,Hullard Park,hullardpark,-2.26822,53.461786,E00181584
IPN0102086,Hullavington,hullavington,-2.151564,51.538087,E00162979
IPN0036315,Hull Bridge,hullbridge,-0.39966,53.859128,E00174851
IPN0102089,Hullbridge,hullbridge,0.613222,51.622059,E00111466
IPN0036320,Hulme,hulme,-2.252286,53.467214,E00176075
IPN0036321,Hulme,hulme,-2.589018,53.41659,E00063215
IPN0036322,Hulme,hulme,-2.100418,53.00864,E00151737
IPN0036323,Hulme,hulme,-2.110406,53.0098,E00071813
IPN0036325,Hulme End,hulmeend,-1.845126,53.131285,E00151943
IPN0102098,Hulme Walfield,hulmewalfield,-2.22809,53.182288,E00092798
IPN0036327,Hulseheath,hulseheath,-2.419545,53.34998,E00094119
IPN0036328,Hulse Heath Farm,hulseheathfarm,-2.437638,53.253643,E00094511
IPN0036329,Hulton,hulton,-2.476859,53.54518,E00024769
IPN0036331,Hulton Lane Ends,hultonlaneends,-2.46631,53.54657,E00024479
IPN0036332,Hulverstone,hulverstone,-1.440622,50.654628,E00087329
IPN0036333,Hulver Street,hulverstreet,0.856616,52.668966,E00134435
IPN0036335,Humber,humber,-3.551815,50.567483,E00102326
IPN0036337,Humber Howe,humberhowe,-0.275015,54.160513,E00141804
IPN0102103,Humberston,humberston,-0.024984,53.530206,E00066438
IPN0036340,Humberstone,humberstone,-1.076168,52.647565,E00069127
IPN0036342,Humberstone Garden,humberstonegarden,-1.064656,52.650927,E00069141
IPN0036343,Humberstone Garden Suburb,humberstonegardensuburb,-1.057666,52.648768,E00069134
IPN0036344,Humberston Fitties,humberstonfitties,0.010883,53.52959,E00066444
IPN0036350,Humbledon,humbledon,-1.41219,54.892206,E00044487
IPN0036351,Humble Green,humblegreen,0.818068,52.077066,E00152495
IPN0036352,Humbleton,humbleton,-2.041017,55.550498,E00139328
IPN0036354,Humby,humby,-0.511053,52.88487,E00133755
IPN0036357,Hummer,hummer,-2.587218,50.974276,E00104187
IPN0036358,Hummerbeck,hummerbeck,-1.707233,54.625111,E00105861
IPN0036359,Hummersknott,hummersknott,-1.587136,54.524016,E00062220
IPN0036361,Humphries End,humphriesend,-2.246248,51.753739,E00113814
IPN0102115,Humshaugh,humshaugh,-2.126047,55.036536,E00139940
IPN0036368,Huncecroft,huncecroft,-1.184467,53.259298,E00142877
IPN0036369,Huncoat,huncoat,-2.343638,53.773043,E00171908
IPN0102122,Huncote,huncote,-1.238874,52.572009,E00130133
IPN0036373,Hundall,hundall,-1.419399,53.290786,E00100338
IPN0102125,Hunderthwaite,hunderthwaite,-2.021953,54.584608,E00105903
IPN0036375,Hunderton,hunderton,-2.723206,52.045874,E00071056
IPN0036376,Hunderton Gardens,hundertongardens,-2.73788,52.051538,E00071091
IPN0036377,Hundhill,hundhill,-1.310165,53.6636,E00059341
IPN0102127,Hundleby,hundleby,0.07663,53.176793,E00132287
IPN0036379,Hundle Houses,hundlehouses,-0.135787,53.065993,E00132349
IPN0102131,Hundleton,hundleton,-4.952324,51.666389,W00003069
IPN0102135,Hundon,hundon,0.536482,52.109779,E00153556
IPN0036387,Hundred Acres,hundredacres,-1.152374,50.902533,E00118252
IPN0036388,Hundred End,hundredend,-2.885789,53.694041,E00129441
IPN0036389,Hundred House,hundredhouse,-3.300212,52.181454,W00002448
IPN0102139,Hungarton,hungarton,-0.9823,52.658735,E00130987
IPN0036391,Hungate End,hungateend,-0.854173,52.113373,E00084578
IPN0036392,Hungerfield,hungerfield,-1.336287,52.404863,E00158673
IPN0036394,Hungerford,hungerford,-1.317202,50.88302,E00115160
IPN0036395,Hungerford,hungerford,-1.766848,50.909334,E00117001
IPN0036396,Hungerford,hungerford,-2.679214,52.499443,E00147768
IPN0036397,Hungerford,hungerford,-3.364807,51.154829,E00149474
IPN0036400,Hungerford Green,hungerfordgreen,-1.196606,51.511174,E00082131
IPN0036401,Hungerford Newtown,hungerfordnewtown,-1.490632,51.441335,E00082328
IPN0036402,Hungerford with Denford,hungerfordwithdenford,-1.490932,51.414361,E00082341
IPN0036404,Hunger Hill,hungerhill,-2.488333,53.558617,E00024764
IPN0036405,Hunger Hill,hungerhill,-2.279124,51.019931,E00103724
IPN0036407,Hunger Hill,hungerhill,-1.796626,52.287698,E00159306
IPN0036408,Hunger Hill,hungerhill,-2.695697,53.598084,E00129594
IPN0036406,Hungerhill,hungerhill,-2.450048,51.047274,E00148517
IPN0036409,Hunger Hills,hungerhills,-1.644624,53.843477,E00057734
IPN0036410,Hungerstone,hungerstone,-2.810819,52.012397,E00071195
IPN0036411,Hungerton,hungerton,-0.693909,52.861489,E00133656
IPN0036414,Hungry Down,hungrydown,-2.132397,50.86219,E00183036
IPN0036415,Hungryhatton,hungryhatton,-2.486171,52.839944,E00147026
IPN0036416,Hungry Hill,hungryhill,1.351119,52.905581,E00184648
IPN0036417,Hunkington,hunkington,-2.64249,52.718467,E00147472
IPN0102146,Hunmanby,hunmanby,-0.322291,54.180749,E00141797
IPN0036420,Hunmanby Gap,hunmanbygap,-0.268898,54.176443,E00141789
IPN0102149,Hunningham,hunningham,-1.454055,52.307613,E00159604
IPN0036422,Hunningley,hunningley,-1.450639,53.544869,E00037109
IPN0102151,Hunnington,hunnington,-2.052237,52.428516,E00164076
IPN0036424,Hunny Hill,hunnyhill,-1.303495,50.705689,E00087543
IPN0036425,Hunsbury Hill Spinney,hunsburyhillspinney,-0.93217,52.222807,E00138625
IPN0036427,Hunscote Lane,hunscotelane,-1.628108,52.190639,E00187016
IPN0102154,Hunsdon,hunsdon,0.055303,51.807811,E00119319
IPN0036431,Hunsdonbury,hunsdonbury,0.052737,51.799556,E00119320
IPN0036433,Hunshelf Bank,hunshelfbank,-1.572,53.482444,E00185211
IPN0102159,Hunsingore,hunsingore,-1.347601,53.975946,E00141090
IPN0036435,Hunslet,hunslet,-1.536971,53.778781,E00057787
IPN0036436,Hunslet Carr,hunsletcarr,-1.538736,53.770042,E00057801
IPN0036437,Hunslet Moor,hunsletmoor,-1.538638,53.77903,E00057276
IPN0102162,Hunsonby,hunsonby,-2.651413,54.712145,E00097647
IPN0102164,Hunstanton,hunstanton,0.488948,52.938855,E00135602
IPN0102169,Hunstanworth,hunstanworth,-2.079571,54.835944,E00106031
IPN0036446,Hunsterson Four Lane End,hunstersonfourlaneend,-2.453828,53.012671,E00093433
IPN0102172,Hunston,hunston,-0.775953,50.81134,E00160800
IPN0102173,Hunston,hunston,0.895604,52.279022,E00153097
IPN0036450,Hunston Green,hunstongreen,0.90473,52.264993,E00153097
IPN0036451,Hunstrete,hunstrete,-2.505386,51.359976,E00072686
IPN0036452,Hunsworth,hunsworth,-1.714178,53.739939,E00055736
IPN0036453,Huntbourn,huntbourn,-1.119423,50.915329,E00118253
IPN0036454,Hunt End,huntend,-1.947204,52.275455,E00164402
IPN0036455,Huntercombe,huntercombe,-0.658056,51.51704,E00089884
IPN0036456,Huntercombe,huntercombe,-1.014124,51.586753,E00146069
IPN0036457,Huntercombe End,huntercombeend,-1.008117,51.584185,E00186051
IPN0036459,Hunters Forstal,huntersforstal,1.145377,51.354348,E00122236
IPN0036460,Hunterspool,hunterspool,-2.179722,53.299075,E00094208
IPN0036462,Huntham,huntham,-2.948791,51.026844,E00149128
IPN0102177,Huntingdon,huntingdon,-0.184275,52.330551,E00173810
IPN0102187,Huntingfield,huntingfield,1.434719,52.312578,E00154007
IPN0036475,Huntingford,huntingford,-2.274131,51.067782,E00103648
IPN0036476,Huntingford,huntingford,-2.407489,51.640898,E00075214
IPN0036477,Huntingford,huntingford,-2.409673,51.642689,E00113934
IPN0036478,Hunting Hill,huntinghill,-2.78088,54.129082,E00127367
IPN0036479,Huntington,huntington,-2.755747,52.073272,E00071149
IPN0036480,Huntington,huntington,-2.512356,52.667948,E00071701
IPN0036489,Huntingtree,huntingtree,-2.070595,52.448959,E00049254
IPN0036491,Huntley,huntley,-1.996989,52.96877,E00151778
IPN0036493,Huntley Brook,huntleybrook,-2.28103,53.599732,E00025099
IPN0036500,Hunton,hunton,-1.310766,51.154916,E00118322
IPN0036503,Hunton Bridge,huntonbridge,-0.438019,51.692362,E00169774
IPN0036504,Huntroyde Ave,huntroydeave,-2.992966,53.039057,W00001955
IPN0036505,Huntroyde Demesne,huntroydedemesne,-2.32676,53.805601,E00126334
IPN0036506,Huntsbridge,huntsbridge,-2.331742,52.038708,E00164246
IPN0036508,Hunt's Corner,huntscorner,1.022326,52.454859,E00134314
IPN0036509,Huntscott,huntscott,-3.533818,51.18466,E00149415
IPN0036510,Hunt's Cross,huntscross,-2.85265,53.357469,E00033093
IPN0036511,Hunt's Green,huntsgreen,-0.706087,51.698588,E00089658
IPN0036513,Hunt's Green,huntsgreen,-1.378589,51.427756,E00082453
IPN0036512,Hunts Green,huntsgreen,-1.729202,52.573273,E00158151
IPN0102205,Huntsham,huntsham,-3.424548,50.973872,E00101481
IPN0036515,Huntsham Cottage,huntshamcottage,-3.499228,51.177014,E00149415
IPN0036516,Huntsham Hill,huntshamhill,-2.637279,51.847937,E00187156
IPN0102207,Huntshaw,huntshaw,-4.128327,50.985749,E00102719
IPN0036518,Hunt's Hill,huntshill,-0.775145,51.659765,E00090166
IPN0036519,Hunt's Lane,huntslane,-1.314446,52.628146,E00131287
IPN0036522,Huntstile,huntstile,-3.051083,51.098359,E00148333
IPN0036524,Huntworth,huntworth,-2.98123,51.104362,E00148434
IPN0036526,Hunwick,hunwick,-1.706769,54.689725,E00106024
IPN0036527,Hunworth,hunworth,1.071537,52.874925,E00135935
IPN0036528,Hurcot,hurcot,-2.709938,51.063879,E00186568
IPN0036529,Hurcott,hurcott,-2.860494,50.940478,E00148822
IPN0036530,Hurcott,hurcott,-2.211456,52.397277,E00165412
IPN0036531,Hurdcott,hurdcott,-1.938584,51.079328,E00166465
IPN0036532,Hurdcott,hurdcott,-1.757875,51.103282,E00163393
IPN0036533,Hurdley,hurdley,-3.04215,52.541216,W00002314
IPN0036534,Hurdlow,hurdlow,-1.96917,53.143517,E00151830
IPN0036535,Hurdlow Town,hurdlowtown,-1.824837,53.195439,E00099222
IPN0036536,Hurdon,hurdon,-4.357009,50.620615,E00182844
IPN0036537,Hurdsfield,hurdsfield,-2.098924,53.267439,E00094224
IPN0036538,Hurdwick,hurdwick,-4.158829,50.562757,E00103007
IPN0036539,Hurgill,hurgill,-1.744994,54.40699,E00141417
IPN0036540,Hurlands,hurlands,-0.655557,51.218517,E00155421
IPN0036544,Hurley,hurley,-1.640032,52.560809,E00158196
IPN0036551,Hurley Common,hurleycommon,-1.64586,52.569817,E00168277
IPN0036552,Hurl Field,hurlfield,-1.441097,53.352465,E00040432
IPN0036555,Hurlingham,hurlingham,-0.201749,51.465518,E00009606
IPN0036556,Hurlston,hurlston,-2.904183,53.591162,E00129479
IPN0036557,Hurlston Green,hurlstongreen,-2.909226,53.596625,E00129478
IPN0102222,Hurn,hurn,-1.820326,50.772946,E00180428
IPN0036559,Hursey,hursey,-2.807192,50.821255,E00103970
IPN0102224,Hursley,hursley,-1.390429,51.025364,E00118029
IPN0036562,Hursley Hill,hursleyhill,-2.551143,51.390881,E00072965
IPN0036564,Hurst,hurst,0.120924,51.441238,E00002187
IPN0036566,Hurst,hurst,-2.293853,50.710457,E00103880
IPN0036565,Hurst,hurst,-2.892004,54.76157,E00097733
IPN0036567,Hurst,hurst,-1.929697,54.416944,E00189802
IPN0036568,Hurst,hurst,-2.772216,50.964296,E00148774
IPN0036569,Hurst,hurst,-2.15227,53.132007,E00151685
IPN0036570,Hurst,hurst,-2.079863,53.498195,E00030108
IPN0036571,Hurst,hurst,-0.85447,51.449254,E00084073
IPN0036573,Hurst Batch,hurstbatch,-2.67766,51.218289,E00148009
IPN0036574,Hurstbourne,hurstbourne,-1.45088,51.276603,E00117698
IPN0036575,Hurstbourne Hill,hurstbournehill,-1.460957,51.273053,E00117697
IPN0102229,Hurstbourne Priors,hurstbournepriors,-1.374623,51.215316,E00114706
IPN0102231,Hurstbourne Tarrant,hurstbournetarrant,-1.454465,51.278957,E00117697
IPN0036579,Hurst Brook,hurstbrook,-2.084377,53.493787,E00030119
IPN0036580,Hurst Clough,hurstclough,-2.021046,53.445456,E00030641
IPN0036581,Hurstead,hurstead,-2.124743,53.637298,E00028315
IPN0036582,Hurst End,hurstend,-0.650238,52.081543,E00084775
IPN0036583,Hurst Green,hurstgreen,-2.765864,53.628622,E00126718
IPN0036584,Hurst Green,hurstgreen,-2.022051,52.473701,E00049561
IPN0036585,Hurst Green,hurstgreen,-2.477918,53.839546,E00174080
IPN0036586,Hurst Green,hurstgreen,0.002446,51.242507,E00157263
IPN0036587,Hurst Green,hurstgreen,1.032674,51.81037,E00111654
IPN0036591,Hurst Hill,hursthill,-2.102453,52.54468,E00049420
IPN0036592,Hurst Knoll,hurstknoll,-2.086645,53.497112,E00030048
IPN0036593,Hurstley,hurstley,-2.952547,52.133615,E00168533
IPN0036594,Hurst Nook,hurstnook,-2.072964,53.501282,E00030074
IPN0036595,Hurst Park,hurstpark,-0.367522,51.408467,E00154713
IPN0036596,Hurst Park Cottages,hurstparkcottages,-2.073731,52.123503,E00181297
IPN0036598,Hurstpierpoint,hurstpierpoint,-0.179601,50.933757,E00161985
IPN0036603,Hurst Wickham,hurstwickham,-0.161166,50.933126,E00161989
IPN0036604,Hurstwood,hurstwood,-2.179796,53.779693,E00126232
IPN0036605,Hurtmore,hurtmore,-0.635305,51.202663,E00155455
IPN0036608,Hurworth Burn,hurworthburn,-1.363556,54.693532,E00105408
IPN0036610,Hurworth Place,hurworthplace,-1.544487,54.482881,E00062225
IPN0036611,Hury,hury,-2.064162,54.573683,E00105903
IPN0102252,Husbands Bosworth,husbandsbosworth,-1.053973,52.453198,E00130751
IPN0102255,Husborne Crawley,husbornecrawley,-0.6109,52.016393,E00087781
IPN0036616,Hussey Green,husseygreen,1.344253,52.339695,E00153164
IPN0036617,Hussey's Nook,husseysnook,-2.471188,53.03283,E00093438
IPN0102257,Husthwaite,husthwaite,-1.210948,54.169042,E00140738
IPN0036620,Hutch Bank,hutchbank,-2.333974,53.702513,E00128889
IPN0036621,Hutcherleigh,hutcherleigh,-3.71027,50.341312,E00102259
IPN0036623,Hut Hill,huthill,-1.396243,50.959803,E00117729
IPN0036624,Huthwaite,huthwaite,-1.307244,53.129281,E00142598
IPN0036625,Huthwaite,huthwaite,-1.572578,53.499974,E00037625
IPN0036627,Huttock End,huttockend,-2.219412,53.693789,E00128853
IPN0036628,Huttock Top,huttocktop,-2.207318,53.698215,E00128763
IPN0102261,Huttoft,huttoft,0.263262,53.263796,E00132167
IPN0036633,Hutton,hutton,0.348586,51.631782,E00108969
IPN0036634,Hutton,hutton,-2.878337,54.632704,E00097736
IPN0102273,Hutton Bonville,huttonbonville,-1.469183,54.396871,E00140556
IPN0036645,Hutton Buscel,huttonbuscel,-0.50486,54.245238,E00141697
IPN0102280,Hutton Conyers,huttonconyers,-1.500994,54.154928,E00141254
IPN0102282,Hutton Cranswick,huttoncranswick,-0.440049,53.956696,E00065515
IPN0036653,Hutton End,huttonend,-2.853433,54.738032,E00097734
IPN0036654,Hutton Gate,huttongate,-1.077586,54.52363,E00061150
IPN0036656,Hutton Henry,huttonhenry,-1.339849,54.719377,E00105404
IPN0036659,Hutton in the Forest,huttonintheforest,-2.836636,54.714333,E00097734
IPN0036660,Hutton John,huttonjohn,-2.868307,54.634574,E00097736
IPN0036661,Hutton-le-Hole,huttonlehole,-0.918076,54.301075,E00141462
IPN0036664,Hutton Lowcross,huttonlowcross,-1.087075,54.513816,E00061155
IPN0102291,Hutton Magna,huttonmagna,-1.804723,54.510795,E00105848
IPN0036666,Hutton Moor End,huttonmoorend,-2.985466,54.635331,E00097612
IPN0036667,Hutton Mount,huttonmount,0.34267,51.621863,E00108966
IPN0102293,Hutton Mulgrave,huttonmulgrave,-0.712331,54.479694,E00141840
IPN0036670,Hutton Roof,huttonroof,-2.975931,54.697115,E00097612
IPN0036672,Hutton Row,huttonrow,-2.847932,54.734925,E00097734
IPN0102297,Hutton Rudby,huttonrudby,-1.280809,54.450486,E00140625
IPN0036678,Hutton Sessay,huttonsessay,-1.276119,54.178197,E00140730
IPN0036680,Hutton Soil,huttonsoil,-2.87674,54.630469,E00097737
IPN0036682,Hutton Village,huttonvillage,-1.072011,54.515993,E00061155
IPN0036683,Hutton Wandesley,huttonwandesley,-1.22915,53.947678,E00140988
IPN0102305,Huxham,huxham,-3.49465,50.771053,E00100732
IPN0036685,Huxham Green,huxhamgreen,-2.580832,51.124481,E00148091
IPN0036686,Huxham's Cross Estate,huxhamscrossestate,-3.714972,50.454991,E00102044
IPN0036687,Huxtable's Leary,huxtablesleary,-3.906371,51.058221,E00101941
IPN0036688,Huyton,huyton,-2.834969,53.413776,E00032858
IPN0036689,Huyton Farm,huytonfarm,-2.855358,53.417676,E00032693
IPN0036690,Huyton Park,huytonpark,-2.841605,53.406987,E00032799
IPN0036691,Huyton Quarry,huytonquarry,-2.822052,53.407124,E00032829
IPN0036692,Huyton with Roby,huytonwithroby,-2.840585,53.412469,E00032816
IPN0036693,Hycemoor,hycemoor,-3.391138,54.291658,E00097344
