LOC,LOCd,LOCo,x_lon,y_lat,OA
IPN0000793,Albion,albion,-2.018388,52.515595,E00050479
IPN0000795,Albourne,albourne,-0.213164,50.931434,E00161632
IPN0000798,Albourne Green,albournegreen,-0.204027,50.937346,E00161631
IPN0000799,Albourne Street,albournestreet,-0.200815,50.934643,E00161632
IPN0000800,Albright Hussey,albrighthussey,-2.738878,52.754045,E00147528
IPN0000802,Albrighton,albrighton,-2.746826,52.759569,E00147528
IPN0000805,Albro,albro,-4.687975,52.091204,W00003295
IPN0082355,Alburgh,alburgh,1.339001,52.431432,E00136789
IPN0000808,Alburgh Street,alburghstreet,1.329718,52.441201,E00136789
IPN0000811,Albury,albury,-0.496976,51.218764,E00155516
IPN0000814,Albury End,alburyend,0.076031,51.893568,E00119327
IPN0000815,Albury Heath,alburyheath,-0.485579,51.20913,E00155518
IPN0000816,Alby,alby,1.290584,52.849554,E00135912
IPN0000817,Albyfield,albyfield,-2.707617,54.864337,E00097138
IPN0000818,Alby Hill,albyhill,1.259292,52.861372,E00135912
IPN0000821,Alcaston,alcaston,-2.796992,52.479199,E00147633
IPN0000823,Alcester,alcester,-2.207762,51.002814,E00103693
IPN0000826,Alcester Lane's End,alcesterlanesend,-1.890262,52.424476,E00045526
IPN0000828,Alchester,alchester,-1.169748,51.877933,E00144850
IPN0000829,Alciston,alciston,0.137549,50.831067,E00170893
IPN0000832,Alcombe,alcombe,-3.469797,51.196273,E00149404
IPN0000833,Alcombe,alcombe,-2.275242,51.422606,E00162653
IPN0082371,Alconbury,alconbury,-0.260089,52.36879,E00091387
IPN0000841,Alconbury Hill,alconburyhill,-0.254279,52.387991,E00091390
IPN0082379,Alconbury Weston,alconburyweston,-0.270809,52.377894,E00091390
IPN0000844,Aldborough,aldborough,-1.38106,54.091645,E00140780
IPN0000847,Aldborough Hatch,aldboroughhatch,0.098808,51.586424,E00018353
IPN0082384,Aldbourne,aldbourne,-1.620995,51.478794,E00162385
IPN0082388,Aldbrough,aldbrough,-0.112731,53.829724,E00065723
IPN0000855,Aldbrough St. John,aldbroughstjohn,-1.683439,54.497884,E00141369
IPN0082393,Aldbury,aldbury,-0.602094,51.802117,E00118640
IPN0000859,Aldcliffe,aldcliffe,-2.81879,54.033737,E00127618
IPN0082398,Aldeburgh,aldeburgh,1.601402,52.151986,E00153725
IPN0000864,Aldeby,aldeby,1.607628,52.485965,E00137044
IPN0000867,Aldenham,aldenham,-0.353534,51.673287,E00169757
IPN0000871,Alder,alder,-4.160656,50.664358,E00103057
IPN0000872,Alderbrook,alderbrook,0.168937,51.040943,E00107447
IPN0082409,Alderbury,alderbury,-1.731717,51.04259,E00163049
IPN0000877,Aldercar,aldercar,-1.33471,53.02498,E00098371
IPN0000879,Aldercott,aldercott,-4.402854,50.862167,E00102850
IPN0082415,Alderford,alderford,1.146047,52.723909,E00134785
IPN0082416,Alderford,alderford,-3.772574,51.215414,E00101915
IPN0000881,Alder Forest,alderforest,-2.377714,53.495018,E00029036
IPN0000882,Alder Grange,aldergrange,-2.283117,53.708306,E00128692
IPN0082418,Alderholt,alderholt,-1.837801,50.911504,E00103241
IPN0082423,Alderley,alderley,-2.335981,51.616937,E00113773
IPN0082425,Alderley Edge,alderleyedge,-2.236168,53.301611,E00093727
IPN0000889,Alderman's Green,aldermansgreen,-1.476901,52.447284,E00048617
IPN0082429,Aldermaston,aldermaston,-1.151683,51.381832,E00082124
IPN0000892,Aldermaston Soke,aldermastonsoke,-1.111942,51.36448,E00114360
IPN0082433,Alderminster,alderminster,-1.663859,52.136452,E00159033
IPN0000896,Alder Moor,aldermoor,-1.6723,52.822777,E00180677
IPN0000897,Aldermoor,aldermoor,-1.439255,50.935288,E00086802
IPN0000898,Alderney,alderney,-1.942843,50.750292,E00077785
IPN0000901,Alderney Heath,alderneyheath,-1.937599,50.75002,E00077785
IPN0000902,Alder Root,alderroot,-2.134265,53.540213,E00027097
IPN0000903,Alders,alders,-1.867514,52.946672,E00149825
IPN0000904,Aldersbrook,aldersbrook,0.028569,51.565177,E00019046
IPN0000905,Alders End,aldersend,-2.551259,52.055256,E00070617
IPN0000907,Aldersey Green,alderseygreen,-2.805558,53.105198,E00092688
IPN0000908,Aldersey Park,alderseypark,-2.809049,53.099404,E00092688
IPN0000909,Alders Farm,aldersfarm,-1.93012,53.345753,E00099739
IPN0000910,Aldersgate,aldersgate,-0.097314,51.518725,E00166756
IPN0000912,Aldershawe,aldershawe,-1.847373,52.664462,E00150431
IPN0000916,Aldershot,aldershot,-0.757705,51.249538,E00117591
IPN0000918,Aldersley,aldersley,-2.16167,52.607994,E00053212
IPN0000919,Alderton,alderton,-2.752905,52.811313,E00146998
IPN0000920,Alderton,alderton,-0.925834,52.115217,E00138796
IPN0000921,Alderton,alderton,-2.234593,51.545071,E00162984
IPN0000927,Alderton Fields,aldertonfields,-2.000186,51.988484,E00114216
IPN0082451,Alderwasley,alderwasley,-1.528726,53.078459,E00098139
IPN0082454,Aldfield,aldfield,-1.594233,54.12037,E00140894
IPN0000933,Aldgate,aldgate,-0.077375,51.513005,E00190458
IPN0000934,Aldgate,aldgate,-0.54456,52.627303,E00069574
IPN0082460,Aldham,aldham,0.97137,52.063234,E00152432
IPN0082461,Aldham,aldham,0.7861,51.897813,E00110032
IPN0000939,Aldingbourne,aldingbourne,-0.687156,50.840609,E00160080
IPN0082466,Aldingham,aldingham,-3.09866,54.130304,E00097971
IPN0000943,Aldin Grange Bridge,aldingrangebridge,-1.615014,54.762891,E00104973
IPN0082468,Aldington,aldington,0.939764,51.088037,E00121907
IPN0082469,Aldington,aldington,-1.90853,52.094963,E00164947
IPN0000947,Aldington Frith,aldingtonfrith,0.918413,51.094626,E00121907
IPN0000949,Aldon,aldon,-2.829568,52.410558,E00147759
IPN0000950,Aldoth,aldoth,-3.333958,54.826269,E00096543
IPN0000951,Aldous's Corner,aldousscorner,1.47314,52.384093,E00154471
IPN0000953,Aldreth,aldreth,0.119662,52.340512,E00090992
IPN0000955,Aldridge,aldridge,-1.920236,52.601335,E00051767
IPN0000958,Aldringham,aldringham,1.579078,52.194466,E00153737
IPN0000960,Aldrington,aldrington,-0.196028,50.830245,E00085829
IPN0000961,Aldsworth,aldsworth,-0.913429,50.872855,E00160867
IPN0082479,Aldwark,aldwark,-1.659373,53.112686,E00099162
IPN0082480,Aldwark,aldwark,-1.28935,54.065927,E00140720
IPN0000966,Aldwarke,aldwarke,-1.321644,53.448027,E00039184
IPN0000967,Aldwick,aldwick,-2.72924,51.347196,E00074489
IPN0000969,Aldwick Bay Estate,aldwickbayestate,-0.720514,50.775842,E00160026
IPN0082487,Aldwincle,aldwincle,-0.523397,52.425736,E00137494
IPN0082490,Aldworth,aldworth,-1.201198,51.513103,E00082131
IPN0000975,Aldwych,aldwych,-0.116812,51.521288,E00004548
IPN0000976,Alethorpe,alethorpe,0.893281,52.842985,E00136218
IPN0000977,Alexandra,alexandra,-3.944142,51.62371,W00010365
IPN0000983,Alexandra Park,alexandrapark,-0.127383,51.593848,E00009851
IPN0000984,Alexandra Park,alexandrapark,-2.255194,53.44968,E00026823
IPN0000985,Alexandra Park,alexandrapark,-1.140749,52.971777,E00070306
IPN0000987,Aley,aley,-3.160561,51.135722,E00148343
IPN0000988,Aley Green,aleygreen,-0.450991,51.85466,E00088651
IPN0000989,Alfardisworthy,alfardisworthy,-4.429356,50.879877,E00102787
IPN0000990,Alfington,alfington,-3.259358,50.773363,E00100926
IPN0082497,Alfold,alfold,-0.518794,51.095679,E00157366
IPN0000992,Alfold Bars,alfoldbars,-0.520873,51.08959,E00160743
IPN0000995,Alfold Crossways,alfoldcrossways,-0.515084,51.108042,E00190473
IPN0082502,Alford,alford,0.179353,53.261539,E00132159
IPN0082503,Alford,alford,-2.565424,51.087841,E00148583
IPN0001002,Alfred's Well,alfredswell,-2.085859,52.353382,E00164116
IPN0082511,Alfreton,alfreton,-1.38761,53.097512,E00098124
IPN0082522,Alfrick,alfrick,-2.369178,52.176245,E00164128
IPN0001011,Alfrick Pound,alfrickpound,-2.377183,52.166528,E00164128
IPN0082525,Alfriston,alfriston,0.155834,50.809045,E00107397
IPN0082531,Algarkirk,algarkirk,-0.0799,52.899503,E00132010
IPN0001018,Alhampton,alhampton,-2.53109,51.11069,E00148089
IPN0001020,Alicehead,alicehead,-1.498604,53.18867,E00100027
IPN0001021,Alice Holt,aliceholt,-0.8509,51.17819,E00114800
IPN0082534,Alkborough,alkborough,-0.662187,53.687337,E00067059
IPN0001024,Alkerton,alkerton,-1.44909,52.080971,E00145245
IPN0001025,Alkerton,alkerton,-2.330216,51.74589,E00113743
IPN0082537,Alkham,alkham,1.224006,51.135741,E00123018
IPN0001028,Alkincoats Park,alkincoatspark,-2.185471,53.861925,E00128011
IPN0001029,Alkington,alkington,-2.702406,52.945839,E00147143
IPN0001031,Alkington Gardens,alkingtongardens,-2.687204,52.963188,E00147165
IPN0082541,Alkmonton,alkmonton,-1.723724,52.943854,E00099310
IPN0001033,Alkrington Garden Village,alkringtongardenvillage,-2.205021,53.537056,E00028082
IPN0001034,Allaleigh,allaleigh,-3.670559,50.37112,E00102260
IPN0001036,Alland Grange,allandgrange,1.332396,51.348093,E00125390
IPN0001042,Allaston,allaston,-2.524875,51.732145,E00113141
IPN0001043,Allaston Meend,allastonmeend,-2.521101,51.74394,E00113146
IPN0001044,Allbrook,allbrook,-1.350255,50.990131,E00115256
IPN0082544,All Cannings,allcannings,-1.897442,51.356498,E00162390
IPN0001049,Allendale Cottages,allendalecottages,-1.816929,54.892411,E00104805
IPN0001051,Allen End,allenend,-1.755796,52.567038,E00158152
IPN0001052,Allenheads,allenheads,-2.213867,54.803124,E00139845
IPN0001053,Allensford,allensford,-1.879274,54.846478,E00104752
IPN0001054,Allensford,allensford,-1.879583,54.847287,E00139993
IPN0001055,Allen's Green,allensgreen,-1.304495,53.068137,E00142470
IPN0001056,Allen's Green,allensgreen,0.114542,51.831553,E00119343
IPN0001057,Allenshields,allenshields,-2.059909,54.837447,E00106031
IPN0082550,Allensmore,allensmore,-2.777881,52.020342,E00071196
IPN0001059,Allenton,allenton,-1.452311,52.886422,E00068177
IPN0001060,Allenwood,allenwood,-2.800167,54.895936,E00097142
IPN0001062,Aller,aller,-2.330938,50.825772,E00103529
IPN0001061,Aller,aller,-3.348839,50.851773,E00101544
IPN0001063,Aller,aller,-3.583747,50.509043,E00102554
IPN0001065,Allerby,allerby,-3.416963,54.742274,E00096684
IPN0001066,Allercombe,allercombe,-3.35066,50.742574,E00100674
IPN0001067,Allercross,allercross,-3.8563,51.037263,E00101775
IPN0001074,Allerdean,allerdean,-2.045493,55.719782,E00139353
IPN0001075,Allerdene,allerdene,-1.598982,54.922352,E00041520
IPN0001076,Allerdene Colliery,allerdenecolliery,-1.606188,54.91941,E00041708
IPN0001077,Allerdene Colliery,allerdenecolliery,-1.598982,54.922352,E00041520
IPN0001079,Allerford,allerford,-3.571892,51.210233,E00149486
IPN0001078,Allerford,allerford,-3.169768,51.019175,E00149074
IPN0001080,Aller Moor,allermoor,-2.813031,51.205467,E00148475
IPN0001081,Aller Park,allerpark,-3.584018,50.517134,E00102378
IPN0082559,Allerston,allerston,-0.652843,54.230983,E00141614
IPN0082563,Allerthorpe,allerthorpe,-0.809068,53.915952,E00066196
IPN0001086,Allerton,allerton,-1.819427,53.80369,E00054458
IPN0001087,Allerton,allerton,-2.885164,53.36757,E00033127
IPN0001089,Allerton Bywater,allertonbywater,-1.362395,53.742628,E00170568
IPN0001091,Allerton Mauleverer,allertonmauleverer,-1.367004,54.014563,E00141084
IPN0001093,Allerton Moor,allertonmoor,-2.868265,51.250032,E00148140
IPN0001094,Allesborough Hill,allesboroughhill,-2.093441,52.118993,E00181322
IPN0082568,Allesley,allesley,-1.569335,52.430386,E00048234
IPN0001096,Allesley Green,allesleygreen,-1.57406,52.420864,E00049090
IPN0001097,Allestree,allestree,-1.487952,52.951756,E00067968
IPN0001099,Allet,allet,-5.097426,50.296425,E00095011
IPN0082571,Allexton,allexton,-0.792989,52.595445,E00130956
IPN0001101,Alleytroyds,alleytroyds,-2.391383,53.751361,E00127120
IPN0001102,Allfield,allfield,-2.735663,52.65985,E00147422
IPN0001103,Allgreave,allgreave,-2.044129,53.200683,E00094239
IPN0082573,Allhallows,allhallows,0.645475,51.469764,E00081237
IPN0001107,Allhallows-on-Sea,allhallowsonsea,0.652254,51.473416,E00081238
IPN0001109,Allimore Green,allimoregreen,-2.217112,52.770172,E00151273
IPN0001111,Allington,allington,-1.318752,50.952183,E00115465
IPN0001112,Allington,allington,0.506972,51.293043,E00123461
IPN0001113,Allington,allington,-2.156205,51.478484,E00162900
IPN0001114,Allington,allington,-1.90617,51.365794,E00162389
IPN0001121,Allington Bar,allingtonbar,-2.151108,51.470003,E00162900
IPN0001120,Allington (West Allington with East Allington),allingtonwestallingtonwitheastallington,-0.728792,52.953252,E00133930
IPN0001122,Allison Lane End,allisonlaneend,-0.247176,54.007297,E00065543
IPN0001123,Allison Street,allisonstreet,1.245351,52.764175,E00134680
IPN0001124,Allithwaite,allithwaite,-2.9411,54.182115,E00097790
IPN0001125,Allmeadows,allmeadows,-2.033647,53.197181,E00094239
IPN0082585,Allonby,allonby,-3.430542,54.770965,E00096541
IPN0082588,Allostock,allostock,-2.386479,53.23683,E00094508
IPN0001132,Allowenshay,allowenshay,-2.863295,50.914918,E00148899
IPN0001133,All Saints,allsaints,-1.922789,52.492916,E00047381
IPN0001142,All Saints' South Elmham,allsaintssouthelmham,1.439739,52.390837,E00154469
IPN0001143,Allscott,allscott,-2.386621,52.562793,E00146984
IPN0001144,Allscott,allscott,-2.573862,52.712256,E00071709
IPN0001146,All Stretton,allstretton,-2.794802,52.553744,E00147675
IPN0001148,Allt,allt,-4.093007,51.700196,W00003723
IPN0001149,Alltacham Drive,alltachamdrive,-3.85276,51.724645,W00005040
IPN0001151,Alltami,alltami,-3.096378,53.182073,W00001425
IPN0001152,Alltfach,alltfach,-4.683926,52.081638,W00003296
IPN0001153,Allt Goch,alltgoch,-3.29106,52.747073,W00002531
IPN0001154,Allt Goch,alltgoch,-3.173436,52.819048,W00002494
IPN0001155,Alltmawr,alltmawr,-3.356466,52.112217,W00002294
IPN0001158,Alltwalis,alltwalis,-4.265848,51.961197,W00003691
IPN0001159,Alltwen,alltwen,-3.8431,51.714995,W00004736
IPN0001161,Alltyblaca,alltyblaca,-4.160319,52.084677,W00002889
IPN0001162,Alltyblacca,alltyblacca,-4.155671,52.0888,W00002889
IPN0001163,Allt-y-goed,alltygoed,-4.723931,52.111746,W00003295
IPN0001164,Allt-y-Main,alltymain,-3.234317,52.731314,W00002534
IPN0082605,Allt-yr-yn,alltyryn,-3.008771,51.590982,W00008350
IPN0001167,Allum Green,allumgreen,-1.604335,50.861928,E00183035
IPN0001168,Allwood Green,allwoodgreen,1.009162,52.310967,E00183413
IPN0001169,Alma,alma,-1.297823,53.065401,E00142455
IPN0001170,Alma,alma,-1.468763,53.302253,E00100103
IPN0001171,Alma Hill,almahill,-1.266038,53.003811,E00143197
IPN0001172,Alma Park,almapark,-2.193419,53.441257,E00026448
IPN0001173,Alma Park Ind Estate,almaparkindestate,-0.605257,52.906466,E00133555
IPN0082608,Almeley,almeley,-2.971052,52.158872,E00070708
IPN0001175,Almeley Wootton,almeleywootton,-2.975185,52.166696,E00070707
IPN0001176,Almer,almer,-2.121554,50.79062,E00103424
IPN0001177,Almholme,almholme,-1.109845,53.567537,E00038025
IPN0001178,Almington,almington,-2.443076,52.908793,E00150675
IPN0001179,Alminstone Cross,alminstonecross,-4.353881,50.956597,E00102772
IPN0001180,Alminstone Lower,alminstonelower,-4.356042,50.959629,E00102772
IPN0001181,Almiston Cross,almistoncross,-4.354768,50.956956,E00102772
IPN0001183,Almodington,almodington,-0.827819,50.772743,E00160805
IPN0001189,Almond Brook,almondbrook,-2.688145,53.591791,E00032033
IPN0001190,Almondbury,almondbury,-1.747389,53.637546,E00055495
IPN0001192,Almondbury Common,almondburycommon,-1.745938,53.627207,E00055499
IPN0082618,Almondsbury,almondsbury,-2.573744,51.554522,E00075096
IPN0001198,Almshoe Bury,almshoebury,-0.246467,51.912485,E00119968
IPN0001199,Almshouse Common,almshousecommon,-0.691423,51.085688,E00167787
IPN0001200,Almshouse Green,almshousegreen,0.830765,52.14619,E00152417
IPN0001201,Almshouse Green,almshousegreen,0.557129,51.970247,E00108698
IPN0082622,Alne,alne,-1.241471,54.083063,E00140721
IPN0001204,Alne End,alneend,-1.839053,52.231214,E00159099
IPN0001209,Alney Island,alneyisland,-2.261697,51.869872,E00168941
IPN0001210,Alnham,alnham,-2.008253,55.391989,E00139290
IPN0082629,Alnmouth,alnmouth,-1.612831,55.389606,E00139175
IPN0082631,Alnwick,alnwick,-1.705615,55.411655,E00139202
IPN0001218,Alperton,alperton,-0.296977,51.541129,E00178914
IPN0082636,Alphamstone,alphamstone,0.731985,51.984817,E00108744
IPN0001221,Alpha Place,alphaplace,-1.327907,53.432781,E00039343
IPN0082638,Alpheton,alpheton,0.750569,52.127216,E00152367
IPN0001223,Alphington,alphington,-3.53921,50.700576,E00101085
IPN0082642,Alpington,alpington,1.386054,52.561479,E00136973
IPN0001227,Alport,alport,-1.669306,53.177131,E00099253
IPN0001228,Alport,alport,-3.075384,52.54955,W00002315
IPN0001230,Alport Height,alportheight,-1.54754,53.060949,E00098140
IPN0082650,Alpraham,alpraham,-2.619081,53.131242,E00093136
IPN0001233,Alresford,alresford,-1.165946,51.097771,E00118285
IPN0082660,Alrewas,alrewas,-1.749377,52.732726,E00150191
IPN0001239,Alrewas Hayes,alrewashayes,-1.796943,52.730012,E00150190
IPN0082664,Alsager,alsager,-2.304738,53.096055,E00092765
IPN0001245,Alsagers Bank,alsagersbank,-2.289261,53.032962,E00150598
IPN0001246,Alscot,alscot,-0.83835,51.732251,E00090453
IPN0001247,Alsop en le Dale,alsopenledale,-1.761043,53.092852,E00099205
IPN0001249,Alston,alston,-2.986588,50.818707,E00101068
IPN0001251,Alstone,alstone,-2.095901,51.90366,E00112592
IPN0001252,Alstone,alstone,-2.985325,51.216283,E00148408
IPN0001253,Alstone,alstone,-2.201519,52.763906,E00179404
IPN0001254,Alstone,alstone,-2.023998,51.991359,E00114143
IPN0001255,Alstone Croft,alstonecroft,-2.094446,51.903212,E00112592
IPN0082673,Alstonefield,alstonefield,-1.807385,53.098329,E00151855
IPN0001257,Alstone Fields,alstonefields,-2.033471,52.000797,E00114143
IPN0001258,Alston Hey,alstonhey,-2.598248,53.8053,E00128497
IPN0001261,Alston Sutton,alstonsutton,-2.839761,51.258423,E00148144
IPN0001262,Alswear,alswear,-3.8196,50.98523,E00101715
IPN0001263,Alt,alt,-2.083683,53.524079,E00027254
IPN0082677,Altarnun,altarnun,-4.512285,50.604021,E00095562
IPN0001267,Altbough,altbough,-2.661534,51.967386,E00070991
IPN0082681,Altham,altham,-2.347325,53.789598,E00127062
IPN0001273,Alt Hill,althill,-2.085172,53.514191,E00030052
IPN0001275,Althorne,althorne,0.765481,51.657413,E00111112
IPN0001281,Altofts,altofts,-1.438055,53.708581,E00059917
IPN0001283,Alton,alton,-1.460623,53.174121,E00100029
IPN0001284,Alton,alton,-1.78347,51.219422,E00184156
IPN0001296,Alton Barnes,altonbarnes,-1.852474,51.357556,E00162553
IPN0001297,Alton Cross,altoncross,-2.834959,52.174066,E00070758
IPN0001299,Alton Green,altongreen,1.173136,51.969188,E00152351
IPN0082703,Alton Pancras,altonpancras,-2.426729,50.819274,E00104165
IPN0001302,Alton Park,altonpark,1.133333,51.786772,E00111923
IPN0001304,Alton Priors,altonpriors,-1.840261,51.358978,E00162553
IPN0001306,Alton Towers,altontowers,-1.892421,52.985082,E00151646
IPN0001311,Altrincham,altrincham,-2.334521,53.38881,E00031410
IPN0001314,Alum Bay,alumbay,-1.568213,50.671178,E00087678
IPN0001315,Alum Chine,alumchine,-1.903992,50.714394,E00077701
IPN0001316,Alum Rock,alumrock,-1.827523,52.485534,E00048035
IPN0001317,Alum Waters,alumwaters,-1.637034,54.768261,E00105113
IPN0082723,Alvanley,alvanley,-2.756005,53.261461,E00094304
IPN0001322,Alvaston,alvaston,-2.500896,53.087094,E00093418
IPN0001323,Alvaston,alvaston,-1.423896,52.899772,E00068015
IPN0082726,Alvechurch,alvechurch,-1.959564,52.351707,E00163855
IPN0001329,Alvecote,alvecote,-1.634012,52.638878,E00158226
IPN0082732,Alvediston,alvediston,-2.034735,51.010061,E00163150
IPN0082734,Alveley,alveley,-2.354407,52.457097,E00146826
IPN0082738,Alverdiscott,alverdiscott,-4.112508,51.006389,E00102705
IPN0001335,Alverstoke,alverstoke,-1.147495,50.788018,E00115840
IPN0001337,Alverstone,alverstone,-1.18209,50.66713,E00087491
IPN0001339,Alverthorpe,alverthorpe,-1.529155,53.690638,E00059934
IPN0001340,Alverton,alverton,-5.548912,50.116615,E00095959
IPN0082744,Alvescot,alvescot,-1.608122,51.738652,E00146490
IPN0001348,Alveston,alveston,-2.5247,51.591878,E00075103
IPN0001349,Alveston,alveston,-1.660906,52.205932,E00159194
IPN0001351,Alveston Down,alvestondown,-2.535378,51.591471,E00075108
IPN0082754,Alvingham,alvingham,0.048134,53.40125,E00132351
IPN0001358,Alvington,alvington,-2.673917,50.941794,E00166010
IPN0082760,Alwalton,alwalton,-0.329098,52.548782,E00091459
IPN0082763,Alway,alway,-2.955714,51.587308,W00008369
IPN0001364,Alweston,alweston,-2.479037,50.92558,E00103980
IPN0082765,Alwington,alwington,-4.273869,50.986414,E00102810
IPN0001366,Alwinton,alwinton,-2.125814,55.350913,E00139236
IPN0001369,Alwoodley,alwoodley,-1.53849,53.861631,E00058236
IPN0001372,Alwoodley Gates,alwoodleygates,-1.52479,53.862926,E00058296
IPN0001373,Alwoodley Park,alwoodleypark,-1.552952,53.859978,E00058269
IPN0001376,Amalebra,amalebra,-5.510474,50.174464,E00095925
IPN0001377,Amalveor,amalveor,-5.528041,50.184727,E00095925
IPN0001380,Ambaston,ambaston,-1.366956,52.889684,E00100368
IPN0001381,Amberden End,amberdenend,0.275873,51.950932,E00112290
IPN0001382,Amberfield,amberfield,-3.052785,54.920341,E00097053
IPN0001384,Ambergate,ambergate,-1.484265,53.061411,E00098260
IPN0001385,Amber Green,ambergreen,-1.425051,53.107641,E00100306
IPN0001386,Amber Hill,amberhill,-1.510181,53.157706,E00100027
IPN0001389,Amberley,amberley,-2.665063,52.126955,E00071104
IPN0001390,Amberley,amberley,-0.535444,50.909283,E00161282
IPN0001391,Amberley,amberley,-2.216349,51.711718,E00113610
IPN0001399,Ambion Hill,ambionhill,-1.40793,52.598084,E00131011
IPN0001401,Amble,amble,-4.831338,50.544742,E00095763
IPN0001404,Amblecote,amblecote,-2.150837,52.463717,E00181901
IPN0001406,Amblecote Bank,amblecotebank,-2.126561,52.467342,E00049228
